GEOID,NAME,med.income,popn,popn.asian,popn.black,popn.female,popn.hispanic,popn.male,popn.white
36005042200,"Census Tract 422, Bronx County, New York",60500,3285,49,2446,1822,592,1463,184
36005042300,"Census Tract 423, Bronx County, New York",38802,4313,443,629,2406,2827,1907,1509
36005042400,"Census Tract 424, Bronx County, New York",86422,2569,43,2015,1456,378,1113,241
36005042500,"Census Tract 425, Bronx County, New York",31723,6175,680,659,2895,4126,3280,1987
36005042600,"Census Tract 426, Bronx County, New York",85023,6729,314,5758,3478,392,3251,495
36005042800,"Census Tract 428, Bronx County, New York",82599,2120,11,1747,1284,287,836,257
36005042901,"Census Tract 429.01, Bronx County, New York",40024,3561,645,408,1887,2393,1674,1181
36005042902,"Census Tract 429.02, Bronx County, New York",35956,4041,86,1486,2112,2573,1929,482
36005043000,"Census Tract 430, Bronx County, New York",63324,3499,277,2171,1954,449,1545,367
36005043100,"Census Tract 431, Bronx County, New York",35995,10246,1074,2686,5434,6170,4812,2341
36005043400,"Census Tract 434, Bronx County, New York",62000,3710,242,2253,1929,1091,1781,550
36005043500,"Census Tract 435, Bronx County, New York",27813,499,0,212,334,179,165,81
36005043600,"Census Tract 436, Bronx County, New York",66250,2020,89,1370,1007,372,1013,164
36005044200,"Census Tract 442, Bronx County, New York",55000,4019,0,3046,2324,1053,1695,632
36005044400,"Census Tract 444, Bronx County, New York",77740,4295,165,3471,2131,499,2164,404
36005044800,"Census Tract 448, Bronx County, New York",96875,2075,0,1765,1132,120,943,128
36005044901,"Census Tract 449.01, Bronx County, New York",69200,1763,32,156,912,206,851,1466
36005044902,"Census Tract 449.02, Bronx County, New York",80833,2041,101,171,916,296,1125,1629
36005045101,"Census Tract 451.01, Bronx County, New York",81094,1455,118,60,742,111,713,1179
36005045102,"Census Tract 451.02, Bronx County, New York",75089,1955,23,123,1110,320,845,1649
36005045600,"Census Tract 456, Bronx County, New York",93472,3220,57,1964,1700,899,1520,955
36005045800,"Census Tract 458, Bronx County, New York",24341,5744,54,2569,3517,3440,2227,1132
36005046000,"Census Tract 460, Bronx County, New York",31932,3246,26,2645,1875,971,1371,262
36005046201,"Census Tract 462.01, Bronx County, New York",52601,28109,876,17568,15931,8110,12178,4759
36005046202,"Census Tract 462.02, Bronx County, New York",62532,9912,125,7157,5556,3162,4356,861
36005048400,"Census Tract 484, Bronx County, New York",74958,4277,0,3365,2224,774,2053,250
36005050400,"Census Tract 504, Bronx County, New York",NA,0,0,0,0,0,0,0
36005051600,"Census Tract 516, Bronx County, New York",96366,4531,227,1,2260,1904,2271,3084
36047000100,"Census Tract 1, Kings County, New York",96250,4405,383,645,2318,223,2087,3011
36047000200,"Census Tract 2, Kings County, New York",56080,1167,58,37,469,908,698,650
36047000301,"Census Tract 3.01, Kings County, New York",137157,3924,219,115,2003,72,1921,3319
36047000501,"Census Tract 5.01, Kings County, New York",133750,4308,469,226,2461,485,1847,3314
36047000502,"Census Tract 5.02, Kings County, New York",146574,2697,308,85,1487,126,1210,2229
36047000700,"Census Tract 7, Kings County, New York",160272,3906,180,138,2038,244,1868,3312
36047000900,"Census Tract 9, Kings County, New York",169255,4518,498,197,2247,367,2271,3524
36047001100,"Census Tract 11, Kings County, New York",142813,1468,244,141,610,163,858,972
36047001300,"Census Tract 13, Kings County, New York",109208,1917,192,198,923,320,994,1311
36047001500,"Census Tract 15, Kings County, New York",87237,9011,2159,2401,5110,1612,3901,3011
36047001800,"Census Tract 18, Kings County, New York",NA,1897,57,840,0,712,1897,709
36047002000,"Census Tract 20, Kings County, New York",45511,1412,99,36,708,1276,704,671
36047002100,"Census Tract 21, Kings County, New York",228276,5106,536,207,2576,326,2530,4052
36047002200,"Census Tract 22, Kings County, New York",41811,4698,502,295,2500,3060,2198,2501
36047002300,"Census Tract 23, Kings County, New York",18387,4219,533,1876,2395,1644,1824,373
36047002901,"Census Tract 29.01, Kings County, New York",29651,4447,789,2494,2458,840,1989,375
36047003000,"Census Tract 30, Kings County, New York",88750,1718,229,155,876,279,842,1145
36047003100,"Census Tract 31, Kings County, New York",116250,3259,694,814,1774,320,1485,1541
36047003300,"Census Tract 33, Kings County, New York",136250,4202,480,1235,2161,349,2041,1996
36047003400,"Census Tract 34, Kings County, New York",78833,3161,796,205,1607,513,1554,1942
36047003500,"Census Tract 35, Kings County, New York",112917,1907,196,540,976,183,931,960
36047003600,"Census Tract 36, Kings County, New York",69632,3500,640,70,2076,658,1424,2512
36047003700,"Census Tract 37, Kings County, New York",155682,2250,361,221,1067,149,1183,1532
36047003800,"Census Tract 38, Kings County, New York",81576,1371,278,0,684,65,687,966
36047003900,"Census Tract 39, Kings County, New York",105000,2262,384,194,1227,309,1035,1506
36047004100,"Census Tract 41, Kings County, New York",166339,3654,267,366,1706,335,1948,2807
36047004300,"Census Tract 43, Kings County, New York",137095,3727,406,376,1646,526,2081,2532
36047004400,"Census Tract 44, Kings County, New York",118594,2518,253,10,1225,213,1293,2179
36047004500,"Census Tract 45, Kings County, New York",148064,3385,340,137,1780,125,1605,2752
36047004600,"Census Tract 46, Kings County, New York",131806,1301,115,0,703,189,598,1160
36047004700,"Census Tract 47, Kings County, New York",119500,1877,104,292,1034,282,843,1294
36047004900,"Census Tract 49, Kings County, New York",134706,2612,211,402,1289,332,1323,1718
36047005000,"Census Tract 50, Kings County, New York",131042,2260,218,35,1211,244,1049,1943
36047005100,"Census Tract 51, Kings County, New York",147188,2744,162,93,1432,221,1312,2100
36047005201,"Census Tract 52.01, Kings County, New York",NA,1707,335,18,1025,207,682,1219
36047005202,"Census Tract 52.02, Kings County, New York",77240,2442,52,44,1241,212,1201,2236
36047005300,"Census Tract 53, Kings County, New York",104583,2167,68,275,1043,527,1124,1528
36047005400,"Census Tract 54, Kings County, New York",77569,3185,543,68,1629,292,1556,2345
36047005601,"Census Tract 56.01, Kings County, New York",85923,2447,161,165,1340,351,1107,2008
36047005602,"Census Tract 56.02, Kings County, New York",74167,1687,198,33,897,368,790,1166
36047005800,"Census Tract 58, Kings County, New York",64875,2827,331,26,1443,527,1384,2067
36047005900,"Census Tract 59, Kings County, New York",71042,1213,35,120,589,310,624,846
36047006000,"Census Tract 60, Kings County, New York",100324,3148,472,0,1550,1016,1598,2167
36047006200,"Census Tract 62, Kings County, New York",83387,2676,472,69,1320,453,1356,1898
36047006300,"Census Tract 63, Kings County, New York",124853,1866,129,27,994,120,872,1583
36047006400,"Census Tract 64, Kings County, New York",76694,3042,243,29,1502,427,1540,2466
36047006500,"Census Tract 65, Kings County, New York",165859,5976,277,104,3048,409,2928,5246
36047006600,"Census Tract 66, Kings County, New York",70250,3542,439,39,1778,679,1764,2698
36047006700,"Census Tract 67, Kings County, New York",171477,3886,121,83,1983,352,1903,3429
36047006800,"Census Tract 68, Kings County, New York",56768,4900,1026,59,2374,1681,2526,2853
36047006900,"Census Tract 69, Kings County, New York",154625,3591,188,147,1979,252,1612,3072
36047007000,"Census Tract 70, Kings County, New York",78906,2538,536,144,1293,325,1245,1438
36047007100,"Census Tract 71, Kings County, New York",40938,5050,226,1823,2894,2131,2156,1515
36047007200,"Census Tract 72, Kings County, New York",40574,1900,378,70,1011,1323,889,734
36047007400,"Census Tract 74, Kings County, New York",33934,5259,1418,30,2646,3127,2613,2103
36047007500,"Census Tract 75, Kings County, New York",138188,4969,310,119,2694,860,2275,3828
36047007600,"Census Tract 76, Kings County, New York",42950,5151,719,229,2703,3481,2448,2230
36047007700,"Census Tract 77, Kings County, New York",151307,5159,561,170,2708,629,2451,3891
36047007800,"Census Tract 78, Kings County, New York",43792,5246,709,127,2561,4016,2685,2514
36047008000,"Census Tract 80, Kings County, New York",64225,3615,346,58,1647,2502,1968,2254
36047008200,"Census Tract 82, Kings County, New York",41831,3594,473,233,1808,2288,1786,1360
36047008400,"Census Tract 84, Kings County, New York",53304,3621,258,136,1697,2575,1924,1807
36047008500,"Census Tract 85, Kings County, New York",15283,7793,430,4653,4929,2702,2864,1093
36047008600,"Census Tract 86, Kings County, New York",NA,0,0,0,0,0,0,0
36047008800,"Census Tract 88, Kings County, New York",64091,2235,465,149,1100,670,1135,1250
36047009000,"Census Tract 90, Kings County, New York",47197,3000,1027,112,1550,1601,1450,979
36047009200,"Census Tract 92, Kings County, New York",46622,5322,2389,230,2807,2095,2515,1458
36047009400,"Census Tract 94, Kings County, New York",51042,5066,3448,75,2701,888,2365,864
36047009600,"Census Tract 96, Kings County, New York",44671,6079,1589,324,3134,3260,2945,2337
36047009800,"Census Tract 98, Kings County, New York",46250,6479,2663,282,3107,3273,3372,1034
36047010000,"Census Tract 100, Kings County, New York",56512,6035,3178,96,2927,2207,3108,1586
36047010100,"Census Tract 101, Kings County, New York",75707,4001,488,191,2010,2185,1991,1749
36047010200,"Census Tract 102, Kings County, New York",56082,4698,3363,20,2276,1187,2422,619
36047010400,"Census Tract 104, Kings County, New York",44288,4805,4009,80,2398,297,2407,462
36047010600,"Census Tract 106, Kings County, New York",49702,4417,3373,129,2287,632,2130,379
36047010800,"Census Tract 108, Kings County, New York",45082,3866,2658,93,1981,856,1885,354
36047011000,"Census Tract 110, Kings County, New York",61042,2662,692,14,1304,885,1358,1466
36047011200,"Census Tract 112, Kings County, New York",33673,6188,1529,220,3098,1827,3090,3750
36047011400,"Census Tract 114, Kings County, New York",47306,3796,1139,299,2079,438,1717,2277
36047011600,"Census Tract 116, Kings County, New York",40640,3594,2790,13,1753,346,1841,560
36047011700,"Census Tract 117, Kings County, New York",101628,2677,298,231,1310,563,1367,1559
36047011800,"Census Tract 118, Kings County, New York",54236,2105,1781,0,1062,212,1043,119
36047011900,"Census Tract 119, Kings County, New York",93854,1322,56,99,647,279,675,949
36047012000,"Census Tract 120, Kings County, New York",50833,1213,958,0,625,219,588,85
36047012100,"Census Tract 121, Kings County, New York",98906,1962,187,142,990,595,972,1363
36047012200,"Census Tract 122, Kings County, New York",50384,5482,2585,0,2412,2451,3070,948
36047012600,"Census Tract 126, Kings County, New York",53621,2838,1000,124,1439,792,1399,902
36047012700,"Census Tract 127, Kings County, New York",55145,4318,230,1810,2188,822,2130,1852
36047012801,"Census Tract 128.01, Kings County, New York",38580,2293,1481,41,1085,95,1208,724
36047012901,"Census Tract 129.01, Kings County, New York",119875,2387,155,233,1211,448,1176,1644
36047012902,"Census Tract 129.02, Kings County, New York",127159,2554,162,432,1306,409,1248,1716
36047013000,"Census Tract 130, Kings County, New York",77166,4615,840,263,2196,1119,2419,2481
36047013100,"Census Tract 131, Kings County, New York",147969,4155,416,351,2440,705,1715,2696
36047013200,"Census Tract 132, Kings County, New York",55865,2372,1208,81,1281,432,1091,841
36047013300,"Census Tract 133, Kings County, New York",192813,4454,447,236,2374,426,2080,3342
36047013400,"Census Tract 134, Kings County, New York",81774,4117,863,87,2263,625,1854,2830
36047013500,"Census Tract 135, Kings County, New York",156027,4014,461,82,2211,215,1803,3094
36047013600,"Census Tract 136, Kings County, New York",86165,3609,289,51,1813,533,1796,2925
36047013700,"Census Tract 137, Kings County, New York",116438,3554,322,408,1844,559,1710,2469
36047013800,"Census Tract 138, Kings County, New York",60950,3169,422,139,1677,619,1492,2469
36047013900,"Census Tract 139, Kings County, New York",143169,3650,189,460,1872,473,1778,2601
36047014000,"Census Tract 140, Kings County, New York",69750,1986,345,140,989,270,997,1322
36047014100,"Census Tract 141, Kings County, New York",101250,2766,294,146,1369,564,1397,1987
36047014200,"Census Tract 142, Kings County, New York",58558,3051,432,48,1674,541,1377,2051
36047014300,"Census Tract 143, Kings County, New York",110329,3672,235,233,2019,1271,1653,2467
36047014500,"Census Tract 145, Kings County, New York",87543,3815,220,49,1865,1299,1950,2809
36047014700,"Census Tract 147, Kings County, New York",97589,2408,120,77,1224,922,1184,1862
36047014800,"Census Tract 148, Kings County, New York",83068,1213,152,0,632,203,581,1002
36047014900,"Census Tract 149, Kings County, New York",140481,5859,540,50,2853,1213,3006,4929
36047015000,"Census Tract 150, Kings County, New York",76083,1598,390,5,855,129,743,1138
36047015100,"Census Tract 151, Kings County, New York",146458,4240,401,83,2412,548,1828,3379
36047015200,"Census Tract 152, Kings County, New York",92650,2499,615,106,1244,336,1255,1599
36047015300,"Census Tract 153, Kings County, New York",138594,2622,197,101,1275,385,1347,2169
36047015400,"Census Tract 154, Kings County, New York",NA,11,0,11,11,0,0,0
36047015500,"Census Tract 155, Kings County, New York",163967,3993,99,321,2050,396,1943,3277
36047015700,"Census Tract 157, Kings County, New York",123008,4111,420,225,1965,304,2146,3135
36047015900,"Census Tract 159, Kings County, New York",149900,4804,436,235,2404,224,2400,3796
36047016000,"Census Tract 160, Kings County, New York",82837,3965,835,178,2139,761,1826,2406
36047016100,"Census Tract 161, Kings County, New York",150469,3595,250,394,1829,717,1766,2275
36047016200,"Census Tract 162, Kings County, New York",80590,2294,60,138,1318,628,976,1688
36047016300,"Census Tract 163, Kings County, New York",101688,3388,148,497,1735,216,1653,2504
36047016400,"Census Tract 164, Kings County, New York",106570,1264,52,459,507,153,757,624
36047016500,"Census Tract 165, Kings County, New York",173939,5919,453,195,3249,340,2670,4855
36047016600,"Census Tract 166, Kings County, New York",113527,1791,206,0,933,109,858,1561
36047016700,"Census Tract 167, Kings County, New York",173113,5422,328,131,2938,487,2484,4789
36047016800,"Census Tract 168, Kings County, New York",88750,1905,725,0,1035,148,870,1110
36047016900,"Census Tract 169, Kings County, New York",117256,4822,433,38,2764,591,2058,3857
36047017000,"Census Tract 170, Kings County, New York",76857,3484,1508,40,1802,595,1682,1723
36047017100,"Census Tract 171, Kings County, New York",134821,4069,334,35,2087,474,1982,3426
36047017200,"Census Tract 172, Kings County, New York",82869,3262,1581,3,1558,628,1704,1310
36047017400,"Census Tract 174, Kings County, New York",99750,2191,767,0,1077,270,1114,1140
36047017500,"Census Tract 175, Kings County, New York",NA,0,0,0,0,0,0,0
36047017600,"Census Tract 176, Kings County, New York",63981,2413,634,23,1220,380,1193,1550
36047017700,"Census Tract 177, Kings County, New York",NA,0,0,0,0,0,0,0
36047017800,"Census Tract 178, Kings County, New York",70491,3073,1168,76,1451,1061,1622,1388
36047017900,"Census Tract 179, Kings County, New York",61311,4348,336,2276,2532,555,1816,1100
36047018000,"Census Tract 180, Kings County, New York",68690,3518,1433,36,1705,929,1813,1684
36047018100,"Census Tract 181, Kings County, New York",96452,3691,230,1041,1885,224,1806,2179
36047018200,"Census Tract 182, Kings County, New York",53625,3501,1767,60,1909,505,1592,1212
36047018300,"Census Tract 183, Kings County, New York",126507,2675,124,477,1327,121,1348,1856
36047018400,"Census Tract 184, Kings County, New York",63333,2617,1294,0,1385,169,1232,1212
36047018501,"Census Tract 185.01, Kings County, New York",26130,4153,206,2574,2287,1351,1866,806
36047018600,"Census Tract 186, Kings County, New York",55000,2155,855,0,1106,148,1049,1161
36047018700,"Census Tract 187, Kings County, New York",108661,1488,172,223,705,329,783,773
36047018800,"Census Tract 188, Kings County, New York",76422,2836,1097,9,1479,196,1357,1539
36047019000,"Census Tract 190, Kings County, New York",50875,4763,2001,69,2252,1324,2511,1934
36047019100,"Census Tract 191, Kings County, New York",89176,2972,301,613,1658,425,1314,1840
